0.064	1.43746264769429
0.092	0.404798219120461
0.031	1.18417817699776
0.079	1.18417817699776
0.099	0.670390193437329
0.062	1.1527847675565
0.114	0.758466646680588
0.068	0.989541193613748
0.07	0.327143141332695
0.069	0.265436463504461
0.041	0.756121979721334
0.249	-0.454130280089445
0.089	1.12037378044962
0.047	0.952815506556527
0.148	-0.525939261576039
0.276	-0.194799078305067
0.06	1.6072354888789
0.123	0.671412688413939
0.062	1.12525421961453
0.07	1.25959670807393
0.464	-1.77785656405906
0.112	0.183986836113016
0.125	0.510425543744651
0.076	0.866680231320821
0.086	1.23924341840786
0.116	1.08586471584561
0.029	1.58841854521003
0.063	1.26582020765202
0.222	-0.208254938820459
0.067	1.04274715582671
0.016	1.78322313820577
0.124	0.138021297897375
0.147	1.13911423197744
0.018	2.17315954555359
0.088	-0.085557888361647
0.066	0.986562784859487
0.066	1.16502405418736
0.059	1.08078770375556
0.047	1.50296566792358
0.058	1.3800247481063
0.061	1.58165553142165
0.069	1.40560667215226
